"","unique_titles","n_words_s_y","n_words","series","year","genre"
"6546","The Simpsons_2004",51215,2484,"The Simpsons","2004","Animation"
"6547","The Simpsons_2005",62261,2397,"The Simpsons","2005","Animation"
"6548","The Simpsons_2006",51519,2296,"The Simpsons","2006","Animation"
"6549","The Simpsons_2007",48710,1969,"The Simpsons","2007","Animation"
"6550","The Simpsons_2008",45620,2797,"The Simpsons","2008","Animation"
"6551","The Simpsons_2009",53035,2420,"The Simpsons","2009","Animation"
"6552","The Simpsons_2010",56459,2552,"The Simpsons","2010","Animation"
"6553","The Simpsons_2011",55993,2456,"The Simpsons","2011","Animation"
"6554","The Simpsons_2012",55317,2600,"The Simpsons","2012","Animation"
"6555","The Simpsons_2013",57297,2313,"The Simpsons","2013","Animation"
"6556","The Simpsons_2014",59389,2196,"The Simpsons","2014","Animation"
"6557","The Simpsons_2015",56938,2603,"The Simpsons","2015","Animation"
"6558","The Simpsons_2016",60283,2685,"The Simpsons","2016","Animation"
"6559","The Simpsons_2017",32009,2904,"The Simpsons","2017","Animation"
"6560","The Sinking of the Laconia_2011",8026,3585,"The Sinking of the Laconia","2011","Scripted"
"6561","The Sinner_2017",11330,3660,"The Sinner","2017","Scripted"
"6562","The Sins_2000",44373,6384,"The Sins","2000","Scripted"
"6563","The Six Wives of Henry VIII_2001",25045,6364,"The Six Wives of Henry VIII","2001","Documentary"
"6564","The Sky at Night_1975",2702,2702,"The Sky at Night","1975","Documentary"
"6565","The Sky at Night_1979",4019,4019,"The Sky at Night","1979","Documentary"
"6566","The Sky at Night_1980",4159,4159,"The Sky at Night","1980","Documentary"
"6567","The Sky at Night_1982",7515,7515,"The Sky at Night","1982","Documentary"
"6568","The Sky at Night_2005",4856,4856,"The Sky at Night","2005","Documentary"
"6569","The Sky at Night_2010",5540,5540,"The Sky at Night","2010","Documentary"
"6570","The Slap_2011",35546,3458,"The Slap","2011","Scripted"
"6571","The Slap_2015",29991,4751,"The Slap","2015","Scripted"
"6572","The Smoke_2014",30243,4560,"The Smoke","2014","Scripted"
"6573","The Son_2017",27480,2329,"The Son","2017","Scripted"
"6574","The Sopranos_1999",75347,5817,"The Sopranos","1999","Scripted"
"6575","The Sopranos_2000",65014,4406,"The Sopranos","2000","Scripted"
"6576","The Sopranos_2001",70497,5483,"The Sopranos","2001","Scripted"
"6577","The Sopranos_2002",70841,4688,"The Sopranos","2002","Scripted"
"6578","The Sopranos_2004",72376,4640,"The Sopranos","2004","Scripted"
"6579","The Sopranos_2006",63519,5404,"The Sopranos","2006","Scripted"
"6580","The Sopranos_2007",45198,5330,"The Sopranos","2007","Scripted"
"6581","The Soul Man_2012",26467,3043,"The Soul Man","2012","Scripted"
"6582","The Spa_2013",18254,3036,"The Spa","2013","Scripted"
"6583","The Spanish Civil War_1983",23508,3893,"The Spanish Civil War","1983","Documentary"
"6584","The Spectacular Spider-Man_2008",20190,2051,"The Spectacular Spider-Man","2008","Animation"
"6585","The Spectacular Spider-Man_2009",23143,1940,"The Spectacular Spider-Man","2009","Animation"
"6586","The Spoils Before Dying_2015",12697,2724,"The Spoils Before Dying","2015","Scripted"
"6587","The Spoils of Babylon_2014",15388,2406,"The Spoils of Babylon","2014","Scripted"
"6588","The Starter Wife_2007",25719,7541,"The Starter Wife","2007","Scripted"
"6589","The State Within_2006",29280,5241,"The State Within","2006","Scripted"
"6590","The Story of Film: An Odyssey_2011",99227,6838,"The Story of Film: An Odyssey","2011","Documentary"
"6591","The Story of God with Morgan Freeman_2016",36788,6031,"The Story of God with Morgan Freeman","2016","Scripted"
"6592","The Story of God with Morgan Freeman_2017",11566,5980,"The Story of God with Morgan Freeman","2017","Scripted"
"6593","The Story of India_2007",39394,5909,"The Story of India","2007","Documentary"
"6594","The Story of Maths_2008",23415,8804,"The Story of Maths","2008","Documentary"
"6595","The Story of Science_2010",37967,6061,"The Story of Science","2010","Documentary"
"6596","The Story of the Jews_2013",34228,7047,"The Story of the Jews","2013","Documentary"
"6597","The Storyteller_1987",5468,2632,"The Storyteller","1987","Scripted"
"6598","The Storyteller_1988",17741,2447,"The Storyteller","1988","Scripted"
"6599","The Strain_2014",47048,3449,"The Strain","2014","Scripted"
"6600","The Strain_2015",47524,3571,"The Strain","2015","Scripted"
"6601","The Strain_2016",31442,3574,"The Strain","2016","Scripted"
"6602","The Strain_2017",17705,3144,"The Strain","2017","Scripted"
"6603","The Straits_2012",16429,3556,"The Straits","2012","Scripted"
"6604","The Streets of San Francisco_1972",62877,4256,"The Streets of San Francisco","1972","Scripted"
"6605","The Streets of San Francisco_1973",137376,5109,"The Streets of San Francisco","1973","Scripted"
"6606","The Streets of San Francisco_1974",49989,5861,"The Streets of San Francisco","1974","Scripted"
"6607","The Suite Life of Zack and Cody_2006",5775,3027,"The Suite Life of Zack and Cody","2006","Scripted"
"6608","The Suite Life of Zack and Cody_2007",2777,2777,"The Suite Life of Zack and Cody","2007","Scripted"
"6609","The Suite Life on Deck_2008",5069,2551,"The Suite Life on Deck","2008","Scripted"
"6610","The Suite Life on Deck_2009",2923,2923,"The Suite Life on Deck","2009","Scripted"
"6611","The Suite Life on Deck_2010",2708,2708,"The Suite Life on Deck","2010","Scripted"
"6612","The Supersizers Go..._2009",56153,8818,"The Supersizers Go...","2009","Scripted"
"6613","The Syndicate_2012",41469,8686,"The Syndicate","2012","Scripted"
"6614","The Syndicate_2015",37027,9741,"The Syndicate","2015","Scripted"
"6615","The Take_2009",13654,3747,"The Take","2009","Scripted"
"6616","The Tenant of Wildfell Hall_1996",10851,4276,"The Tenant of Wildfell Hall","1996","Scripted"
"6617","The Thick of It_2005",19653,4932,"The Thick of It","2005","Scripted"
"6618","The Thick of It_2007",7727,2858,"The Thick of It","2007","Scripted"
"6619","The Thick of It_2009",46407,5288,"The Thick of It","2009","Scripted"
"6620","The Thick of It_2012",42478,5345,"The Thick of It","2012","Scripted"
"6621","The Thin Blue Line_1995",23935,3931,"The Thin Blue Line","1995","Scripted"
"6622","The Thin Blue Line_1996",27562,3751,"The Thin Blue Line","1996","Scripted"
"6623","The Thorn Birds_1983",26484,11692,"The Thorn Birds","1983","Scripted"
"6624","The Tick_1994",20654,2153,"The Tick","1994","Animation"
"6625","The Tick_1995",2110,2110,"The Tick","1995","Animation"
"6626","The Time Tunnel_1966",73107,5484,"The Time Tunnel","1966","Scripted"
"6627","The Time Tunnel_1967",58081,4363,"The Time Tunnel","1967","Scripted"
"6628","The Tom and Jerry Show_2014",2924,474,"The Tom and Jerry Show","2014","Animation"
"6629","The Tomorrow People_2013",41309,4429,"The Tomorrow People","2013","Scripted"
"6630","The Tomorrow People_2014",59213,4414,"The Tomorrow People","2014","Scripted"
"6631","The Town_2012",12401,4247,"The Town","2012","Scripted"
"6632","The Transformers_1984",27009,1814,"The Transformers","1984","Animation"
"6633","The Transformers_1985",17734,2095,"The Transformers","1985","Animation"
"6634","The Trap: What Happened to Our Dream of Freedom_2007",24789,8585,"The Trap: What Happened to Our Dream of Freedom","2007","Documentary"
"6635","The Trials of Jimmy Rose_2015",12822,4181,"The Trials of Jimmy Rose","2015","Scripted"
"6636","The Trials of Life_1990",48278,3795,"The Trials of Life","1990","Documentary"
"6637","The Trip_2010",20872,4353,"The Trip","2010","Scripted"
"6638","The Tudors_2007",38517,3772,"The Tudors","2007","Scripted"
"6639","The Tudors_2008",35737,3498,"The Tudors","2008","Scripted"
"6640","The Tudors_2009",32694,4892,"The Tudors","2009","Scripted"
"6641","The Tudors_2010",39858,3707,"The Tudors","2010","Scripted"
"6642","The Tunnel_2013",27776,2469,"The Tunnel","2013","Scripted"
"6643","The Tunnel_2016",25766,2727,"The Tunnel","2016","Scripted"
"6644","The Twilight Zone_1959",30491,2553,"The Twilight Zone","1959","Scripted"
"6645","The Twilight Zone_1960",79215,3266,"The Twilight Zone","1960","Scripted"
"6646","The Twilight Zone_1961",77317,2369,"The Twilight Zone","1961","Scripted"
"6647","The Twilight Zone_1962",51430,3005,"The Twilight Zone","1962","Scripted"
"6648","The Twilight Zone_1963",123687,3029,"The Twilight Zone","1963","Scripted"
"6649","The Twilight Zone_1964",55088,421,"The Twilight Zone","1964","Scripted"
"6650","The Twilight Zone_1985",1420,930,"The Twilight Zone","1985","Scripted"
"6651","The Twilight Zone_1986",11888,334,"The Twilight Zone","1986","Scripted"
"6652","The Twilight Zone_1987",9862,1049,"The Twilight Zone","1987","Scripted"
"6653","The Twilight Zone_1988",26569,1777,"The Twilight Zone","1988","Scripted"
"6654","The Twilight Zone_1989",28433,1621,"The Twilight Zone","1989","Scripted"
"6655","The Twilight Zone_2002",46151,1900,"The Twilight Zone","2002","Scripted"
"6656","The Twilight Zone_2003",37427,2820,"The Twilight Zone","2003","Scripted"
"6657","The Ultimate Fighter_2010",24777,4699,"The Ultimate Fighter","2010","Reality-TV"
"6658","The Ultimate Fighter_2011",29575,6162,"The Ultimate Fighter","2011","Reality-TV"
"6659","The Unexplained Files_2013",27168,5492,"The Unexplained Files","2013","Scripted"
"6660","The Unit_2006",108112,4753,"The Unit","2006","Scripted"
"6661","The Unit_2007",109500,4949,"The Unit","2007","Scripted"
"6662","The Unit_2008",48966,4931,"The Unit","2008","Scripted"
"6663","The Unit_2009",48209,4451,"The Unit","2009","Scripted"
"6664","The Universe_2007",98070,5237,"The Universe","2007","Documentary"
"6665","The Universe_2008",127658,5512,"The Universe","2008","Documentary"
"6666","The Universe_2009",87244,4338,"The Universe","2009","Documentary"
"6667","The Universe_2010",45511,5149,"The Universe","2010","Documentary"
"6668","The Universe_2011",40934,5719,"The Universe","2011","Documentary"
"6669","The Universe_2012",35015,5753,"The Universe","2012","Documentary"
"6670","The Universe_2014",21595,5250,"The Universe","2014","Documentary"
"6671","The Unpleasantness at the Bellona Club_1973",25635,6034,"The Unpleasantness at the Bellona Club","1973","Scripted"
"6672","The Untold History of the United States_2012",50992,7036,"The Untold History of the United States","2012","Documentary"
"6673","The Untold History of the United States_2013",15315,7697,"The Untold History of the United States","2013","Documentary"
"6674","The Unusuals_2009",55753,4866,"The Unusuals","2009","Scripted"
"6675","The Vampire Diaries_2009",41285,3908,"The Vampire Diaries","2009","Scripted"
"6676","The Vampire Diaries_2010",97881,4324,"The Vampire Diaries","2010","Scripted"
"6677","The Vampire Diaries_2011",82036,3402,"The Vampire Diaries","2011","Scripted"
"6678","The Vampire Diaries_2012",95077,4551,"The Vampire Diaries","2012","Scripted"
"6679","The Vampire Diaries_2013",111949,4688,"The Vampire Diaries","2013","Scripted"
"6680","The Vampire Diaries_2014",104880,3955,"The Vampire Diaries","2014","Scripted"
"6681","The Vampire Diaries_2015",102172,4973,"The Vampire Diaries","2015","Scripted"
"6682","The Vampire Diaries_2016",95104,4771,"The Vampire Diaries","2016","Scripted"
"6683","The Vampire Diaries_2017",43342,3647,"The Vampire Diaries","2017","Scripted"
"6684","The Venture Bros._2003",2699,2699,"The Venture Bros.","2003","Animation"
"6685","The Venture Bros._2004",38822,1221,"The Venture Bros.","2004","Animation"
"6686","The Venture Bros._2006",41551,2582,"The Venture Bros.","2006","Animation"
"6687","The Venture Bros._2008",26929,2973,"The Venture Bros.","2008","Animation"
"6688","The Venture Bros._2009",3677,3677,"The Venture Bros.","2009","Animation"
"6689","The Venture Bros._2010",7692,7692,"The Venture Bros.","2010","Animation"
"6690","The Venture Bros._2016",10616,3395,"The Venture Bros.","2016","Animation"
"6691","The Vicar of Dibley_1994",21090,3223,"The Vicar of Dibley","1994","Scripted"
"6692","The Vicar of Dibley_1997",4858,4858,"The Vicar of Dibley","1997","Scripted"
"6693","The Vicar of Dibley_1998",10497,3122,"The Vicar of Dibley","1998","Scripted"
"6694","The Vicar of Dibley_1999",13383,4310,"The Vicar of Dibley","1999","Scripted"
"6695","The Vicar of Dibley_2000",4864,4864,"The Vicar of Dibley","2000","Scripted"
"6696","The Village_2013",19513,2771,"The Village","2013","Scripted"
"6697","The Village_2014",23590,3305,"The Village","2014","Scripted"
"6698","The Virgin Queen_2006",18241,3995,"The Virgin Queen","2006","Scripted"
"6699","The Virtual Revolution_2010",33356,8433,"The Virtual Revolution","2010","Documentary"
"6700","The Voice UK_2012",8696,8696,"The Voice UK","2012","Scripted"
"6701","The Voice UK_2013",29424,10508,"The Voice UK","2013","Scripted"
"6702","The Voice UK_2014",101790,15507,"The Voice UK","2014","Scripted"
"6703","The Voice UK_2015",9580,9580,"The Voice UK","2015","Scripted"
"6704","The Voice UK_2016",22046,11955,"The Voice UK","2016","Scripted"
"6705","The Voice_2011",91016,12788,"The Voice","2011","Reality-TV"
"6706","The Voice_2012",301131,7318,"The Voice","2012","Reality-TV"
"6707","The Voice_2013",319668,12751,"The Voice","2013","Reality-TV"
"6708","The Voice_2014",58602,12563,"The Voice","2014","Reality-TV"
"6709","The Voice_2015",248741,8942,"The Voice","2015","Reality-TV"
"6710","The Voice_2016",33429,13361,"The Voice","2016","Reality-TV"
"6711","The Voice_2017",44926,12993,"The Voice","2017","Reality-TV"
"6712","The Walking Dead: Webisodes_2011",686,35,"The Walking Dead: Webisodes","2011","Scripted"
"6713","The Walking Dead: Webisodes_2012",1714,150,"The Walking Dead: Webisodes","2012","Scripted"
"6714","The Walking Dead_2010",21527,2901,"The Walking Dead","2010","Scripted"
"6715","The Walking Dead_2011",24453,3437,"The Walking Dead","2011","Scripted"
"6716","The Walking Dead_2012",42575,3022,"The Walking Dead","2012","Scripted"
"6717","The Walking Dead_2013",40733,2676,"The Walking Dead","2013","Scripted"
"6718","The Walking Dead_2014",39279,2677,"The Walking Dead","2014","Scripted"
"6719","The Walking Dead_2015",43571,2403,"The Walking Dead","2015","Scripted"
"6720","The Walking Dead_2016",48271,2628,"The Walking Dead","2016","Scripted"
"6721","The Walking Dead_2017",24757,2492,"The Walking Dead","2017","Scripted"
"6722","The Waltons_1975",89348,7486,"The Waltons","1975","Scripted"
"6723","The Waltons_1976",147770,5633,"The Waltons","1976","Scripted"
"6724","The Waltons_1977",63962,5422,"The Waltons","1977","Scripted"
"6725","The Waltons_1979",83696,5750,"The Waltons","1979","Scripted"
"6726","The Waltons_1980",87725,6512,"The Waltons","1980","Scripted"
"6727","The Waltons_1981",102209,5314,"The Waltons","1981","Scripted"
"6728","The Wanderer_1994",38125,2878,"The Wanderer","1994","Scripted"
"6729","The War at Home_2005",31842,3219,"The War at Home","2005","Scripted"
"6730","The War at Home_2006",72278,3607,"The War at Home","2006","Scripted"
"6731","The War at Home_2007",41134,3439,"The War at Home","2007","Scripted"
"6732","The Way We Live Now_2001",14554,7387,"The Way We Live Now","2001","Scripted"
"6733","The Wayans Bros._1995",15532,2732,"The Wayans Bros.","1995","Scripted"
"6734","The Wedding Bells_2007",27245,4811,"The Wedding Bells","2007","Scripted"
"6735","The Wednesday Play_1965",43541,14446,"The Wednesday Play","1965","Scripted"
"6736","The Wednesday Play_1966",13802,13802,"The Wednesday Play","1966","Scripted"
"6737","The Wednesday Play_1967",11950,11950,"The Wednesday Play","1967","Scripted"
"6738","The Wednesday Play_1969",14844,14844,"The Wednesday Play","1969","Scripted"
"6739","The West Wing_1999",52738,4869,"The West Wing","1999","Scripted"
"6740","The West Wing_2000",121455,4853,"The West Wing","2000","Scripted"
"6741","The West Wing_2001",118674,6053,"The West Wing","2001","Scripted"
"6742","The West Wing_2002",132665,5271,"The West Wing","2002","Scripted"
"6743","The West Wing_2003",120234,4731,"The West Wing","2003","Scripted"
"6744","The West Wing_2004",131242,5787,"The West Wing","2004","Scripted"
"6745","The West Wing_2005",137588,5882,"The West Wing","2005","Scripted"
"6746","The West Wing_2006",78663,6655,"The West Wing","2006","Scripted"
"6747","The Whispers_2015",51969,4018,"The Whispers","2015","Scripted"
"6748","The White Princess_2017",33588,4545,"The White Princess","2017","Scripted"
"6749","The White Queen_2013",49198,4886,"The White Queen","2013","Scripted"
"6750","The White Shadow_1978",9674,4740,"The White Shadow","1978","Scripted"
"6751","The Whitest Kids U'Know_2007",2829,2829,"The Whitest Kids U'Know","2007","Scripted"
"6752","The Whitest Kids U'Know_2008",30899,3246,"The Whitest Kids U'Know","2008","Scripted"
"6753","The Whitest Kids U'Know_2009",26557,2535,"The Whitest Kids U'Know","2009","Scripted"
"6754","The Whole Truth_2010",37562,6079,"The Whole Truth","2010","Scripted"
"6755","The Widower_2014",11529,3581,"The Widower","2014","Scripted"
"6756","The Wild Wild West_1965",33911,4238,"The Wild Wild West","1965","Scripted"
"6757","The Wild Wild West_1966",25711,4744,"The Wild Wild West","1966","Scripted"
"6758","The Winds of War_1983",65749,8056,"The Winds of War","1983","Scripted"
"6759","The Wire_2002",78355,6041,"The Wire","2002","Scripted"
"6760","The Wire_2003",67440,6563,"The Wire","2003","Scripted"
"6761","The Wire_2004",76558,5731,"The Wire","2004","Scripted"
"6762","The Wire_2006",87929,7045,"The Wire","2006","Scripted"
"6763","The Wire_2008",71160,10271,"The Wire","2008","Scripted"
"6764","The Wonder Years_1988",18641,2371,"The Wonder Years","1988","Scripted"
"6765","The Wonder Years_1989",29974,2499,"The Wonder Years","1989","Scripted"
"6766","The Wonder Years_1991",1841,1841,"The Wonder Years","1991","Scripted"
"6767","The Wonder of Dogs_2013",26530,8863,"The Wonder of Dogs","2013","Documentary"
"6768","The World Wars_2014",24086,8197,"The World Wars","2014","Documentary"
"6769","The World at War_1973",41395,5062,"The World at War","1973","Documentary"
"6770","The World at War_1974",91032,5935,"The World at War","1974","Documentary"
"6771","The Worst Week of My Life_2004",21366,2701,"The Worst Week of My Life","2004","Scripted"
"6772","The Worst Week of My Life_2005",20272,2761,"The Worst Week of My Life","2005","Scripted"
"6773","The Wrong Girl_2016",47342,5991,"The Wrong Girl","2016","Scripted"
"6774","The Wrong Mans_2013",18344,3019,"The Wrong Mans","2013","Scripted"
"6775","The Wrong Mans_2014",12883,6174,"The Wrong Mans","2014","Scripted"
"6776","The X Factor_2011",46249,8678,"The X Factor","2011","Reality-TV"
"6777","The X Factor_2012",71991,5071,"The X Factor","2012","Reality-TV"
"6778","The X Factor_2013",62527,4951,"The X Factor","2013","Reality-TV"
"6779","The X Factor_2015",11775,5684,"The X Factor","2015","Reality-TV"
"6780","The X-Files_1993",42978,3498,"The X-Files","1993","Scripted"
"6781","The X-Files_1994",81311,2539,"The X-Files","1994","Scripted"
"6782","The X-Files_1995",98818,4052,"The X-Files","1995","Scripted"
"6783","The X-Files_1996",85979,3558,"The X-Files","1996","Scripted"
"6784","The X-Files_1997",77708,3831,"The X-Files","1997","Scripted"
"6785","The X-Files_1998",72614,3987,"The X-Files","1998","Scripted"
"6786","The X-Files_1999",83348,4698,"The X-Files","1999","Scripted"
"6787","The X-Files_2000",83503,3304,"The X-Files","2000","Scripted"
"6788","The X-Files_2001",66455,3015,"The X-Files","2001","Scripted"
"6789","The X-Files_2002",48835,2420,"The X-Files","2002","Scripted"
"6790","The X-Files_2015",4554,4554,"The X-Files","2015","Scripted"
"6791","The X-Files_2016",23996,4788,"The X-Files","2016","Scripted"
"6792","The Yard_2011",14299,3389,"The Yard","2011","Scripted"
"6793","The Young Indiana Jones Chronicles_1992",4003,4003,"The Young Indiana Jones Chronicles","1992","Scripted"
"6794","The Young Indiana Jones Chronicles_1993",9234,9234,"The Young Indiana Jones Chronicles","1993","Scripted"
"6795","The Young Ones_1982",20959,3785,"The Young Ones","1982","Scripted"
"6796","The Young Ones_1984",22829,4035,"The Young Ones","1984","Scripted"
"6797","The Young Pope_2016",37744,3738,"The Young Pope","2016","Scripted"
"6798","Theatre Night_1985",15723,15723,"Theatre Night","1985","Scripted"
"6799","Theatre Night_1989",14977,14977,"Theatre Night","1989","Scripted"
"6800","Third Reich: The Rise & Fall_2010",4029,4029,"Third Reich: The Rise & Fall","2010","Documentary"
"6801","Third Watch_2000",45815,4637,"Third Watch","2000","Scripted"
"6802","Third Watch_2001",46419,4466,"Third Watch","2001","Scripted"
"6803","Third Watch_2004",35311,5561,"Third Watch","2004","Scripted"
"6804","Third Watch_2005",5503,5503,"Third Watch","2005","Scripted"
"6805","Thirteen_2016",21235,4509,"Thirteen","2016","Scripted"
"6806","Thirtysomething_1988",16811,5474,"Thirtysomething","1988","Scripted"
"6807","Thirtysomething_1989",109191,5663,"Thirtysomething","1989","Scripted"
"6808","This Is England '86_2010",26018,6409,"This Is England '86","2010","Scripted"
"6809","This Is England '90_2015",20609,6044,"This Is England '90","2015","Scripted"
"6810","This Is Not My Life_2010",12777,3354,"This Is Not My Life","2010","Scripted"
"6811","This Is Us_2016",55406,5784,"This Is Us","2016","Scripted"
"6812","This Is Us_2017",40995,5325,"This Is Us","2017","Scripted"
"6813","This Life_2015",41624,4518,"This Life","2015","Scripted"
"6814","Thomas the Tank Engine & Friends_1984",9104,342,"Thomas the Tank Engine & Friends","1984","Animation"
"6815","Thor & Loki: Blood Brothers_2011",4884,1888,"Thor & Loki: Blood Brothers","2011","Animation"
"6816","Those Who Can't_2016",7484,3877,"Those Who Can't","2016","Scripted"
"6817","Those Who Kill_2014",38164,3882,"Those Who Kill","2014","Scripted"
"6818","Three Girls_2017",16963,4726,"Three Girls","2017","Scripted"
"6819","Three Rivers_2009",45193,5537,"Three Rivers","2009","Scripted"
"6820","Three Rivers_2010",20815,5016,"Three Rivers","2010","Scripted"
"6821","Three's Company_1977",22792,2904,"Three's Company","1977","Scripted"
"6822","Threesome_2011",18803,2439,"Threesome","2011","Scripted"
"6823","Threshold_2005",52928,5399,"Threshold","2005","Scripted"
"6824","Threshold_2006",14698,4555,"Threshold","2006","Scripted"
"6825","Through the Wormhole_2010",49513,5996,"Through the Wormhole","2010","Documentary"
"6826","Through the Wormhole_2011",52855,6263,"Through the Wormhole","2011","Documentary"
"6827","Through the Wormhole_2012",57902,6151,"Through the Wormhole","2012","Documentary"
"6828","Through the Wormhole_2013",51494,5667,"Through the Wormhole","2013","Documentary"
"6829","Through the Wormhole_2014",49882,5062,"Through the Wormhole","2014","Documentary"
"6830","Through the Wormhole_2015",34547,5680,"Through the Wormhole","2015","Documentary"
"6831","Through the Wormhole_2016",22529,5636,"Through the Wormhole","2016","Documentary"
"6832","Thunderbirds Are Go_2015",16766,2338,"Thunderbirds Are Go","2015","Animation"
"6833","Thunderbirds Are Go_2016",1914,1914,"Thunderbirds Are Go","2016","Animation"
"6834","Thunderbirds_1965",40389,3718,"Thunderbirds","1965","Animation"
"6835","Thunderbirds_1966",50618,3626,"Thunderbirds","1966","Animation"
"6836","Thundercats_1985",7967,1190,"Thundercats","1985","Animation"
"6837","Thundercats_2011",17385,1151,"Thundercats","2011","Animation"
"6838","Thundercats_2012",19235,1653,"Thundercats","2012","Animation"
"6839","Tiger: Spy in the Jungle_2008",12267,4279,"Tiger: Spy in the Jungle","2008","Documentary"
"6840","Tilt_2005",46437,4975,"Tilt","2005","Scripted"
"6841","Time After Time_2017",34559,3701,"Time After Time","2017","Scripted"
"6842","Time Team_2011",18939,6390,"Time Team","2011","Documentary"
"6843","Time Traveling Bong_2016",8503,2718,"Time Traveling Bong","2016","Scripted"
"6844","Time Trumpet_2006",25966,4780,"Time Trumpet","2006","Scripted"
"6845","Timeless_2016",45082,4163,"Timeless","2016","Scripted"
"6846","Timeless_2017",29957,5260,"Timeless","2017","Scripted"
"6847","Timeshift_2005",5044,5044,"Timeshift","2005","Documentary"
"6848","Timeshift_2013",7862,7862,"Timeshift","2013","Documentary"
"6849","Timewatch_2006",5730,5730,"Timewatch","2006","Documentary"
"6850","Timewatch_2008",7084,7084,"Timewatch","2008","Documentary"
"6851","Timewatch_2010",7274,7274,"Timewatch","2010","Documentary"
"6852","Tin Man_2007",15562,5782,"Tin Man","2007","Scripted"
"6853","Tina and Bobby_2017",13158,4502,"Tina and Bobby","2017","Scripted"
"6854","Tipping the Velvet_2002",16965,5633,"Tipping the Velvet","2002","Scripted"
"6855","Titanic: Blood and Steel_2012",29095,4242,"Titanic: Blood and Steel","2012","Scripted"
"6856","Titanic_2012",18813,5124,"Titanic","2012","Scripted"
"6857","To Play the King_1993",11218,5647,"To Play the King","1993","Scripted"
"6858","To the Ends of the Earth_2005",22906,7561,"To the Ends of the Earth","2005","Scripted"
"6859","Todd and the Book of Pure Evil_2010",27750,2012,"Todd and the Book of Pure Evil","2010","Scripted"
"6860","Todd and the Book of Pure Evil_2011",17996,2961,"Todd and the Book of Pure Evil","2011","Scripted"
"6861","Todd and the Book of Pure Evil_2012",14125,1844,"Todd and the Book of Pure Evil","2012","Scripted"
"6862","Tofu_2015",6306,2411,"Tofu","2015","Documentary"
"6863","Togetherness_2015",26733,3541,"Togetherness","2015","Scripted"
"6864","Togetherness_2016",20305,3562,"Togetherness","2016","Scripted"
"6865","Tomorrow, When the War Began_2016",18317,2885,"Tomorrow, When the War Began","2016","Scripted"
"6866","Top Boy_2011",11382,3800,"Top Boy","2011","Scripted"
"6867","Top Boy_2013",9875,4991,"Top Boy","2013","Scripted"
"6868","Top Chef Masters_2011",62397,7575,"Top Chef Masters","2011","Reality-TV"
"6869","Top Chef_2006",34513,7087,"Top Chef","2006","Reality-TV"
"6870","Top Chef_2010",104790,7246,"Top Chef","2010","Reality-TV"
"6871","Top Chef_2011",132358,7923,"Top Chef","2011","Reality-TV"
"6872","Top Chef_2012",8043,8043,"Top Chef","2012","Reality-TV"
"6873","Top Chef_2013",23537,9463,"Top Chef","2013","Reality-TV"
"6874","Top Chef_2014",7298,7298,"Top Chef","2014","Reality-TV"
"6875","Top Gear USA_2010",31678,6780,"Top Gear USA","2010","Documentary"
"6876","Top Gear USA_2011",45760,5964,"Top Gear USA","2011","Documentary"
"6877","Top Gear USA_2012",44009,6659,"Top Gear USA","2012","Documentary"
"6878","Top Gear USA_2013",47910,6402,"Top Gear USA","2013","Documentary"
"6879","Top Gear USA_2014",6592,6592,"Top Gear USA","2014","Documentary"
"6880","Top Gear USA_2016",18975,6089,"Top Gear USA","2016","Documentary"
"6881","Top Gear_2002",31864,9939,"Top Gear","2002","Scripted"
"6882","Top Gear_2003",53920,5513,"Top Gear","2003","Scripted"
"6883","Top Gear_2006",7140,7140,"Top Gear","2006","Scripted"
"6884","Top Gear_2007",121200,6693,"Top Gear","2007","Scripted"
"6885","Top Gear_2008",117994,8236,"Top Gear","2008","Scripted"
"6886","Top Gear_2009",112983,8680,"Top Gear","2009","Scripted"
"6887","Top Gear_2010",79387,8910,"Top Gear","2010","Scripted"
"6888","Top Gear_2011",112296,8407,"Top Gear","2011","Scripted"
"6889","Top Gear_2012",67984,7751,"Top Gear","2012","Scripted"
"6890","Top Gear_2013",120304,7400,"Top Gear","2013","Scripted"
"6891","Top Gear_2014",77321,7192,"Top Gear","2014","Scripted"
"6892","Top Gear_2015",86455,7882,"Top Gear","2015","Scripted"
"6893","Top Gear_2016",47879,8468,"Top Gear","2016","Scripted"
"6894","Top Gear_2017",54562,8378,"Top Gear","2017","Scripted"
"6895","Top Shot_2010",20844,7146,"Top Shot","2010","Reality-TV"
"6896","Top Shot_2012",6157,6157,"Top Shot","2012","Reality-TV"
"6897","Top of the Lake_2013",23484,2935,"Top of the Lake","2013","Scripted"
"6898","Top of the Lake_2017",28774,4651,"Top of the Lake","2017","Scripted"
"6899","Torchwood_2006",49951,4301,"Torchwood","2006","Scripted"
"6900","Torchwood_2007",7337,3830,"Torchwood","2007","Scripted"
"6901","Torchwood_2008",58489,4287,"Torchwood","2008","Scripted"
"6902","Torchwood_2009",27889,4670,"Torchwood","2009","Scripted"
"6903","Torchwood_2011",62758,6264,"Torchwood","2011","Scripted"
"6904","Tosh.0_2014",2991,2991,"Tosh.0","2014","Scripted"
"6905","Tosh.0_2016",5835,2941,"Tosh.0","2016","Scripted"
"6906","Touch_2012",53113,3278,"Touch","2012","Scripted"
"6907","Touch_2013",54945,4728,"Touch","2013","Scripted"
